271,380
380,381
381,989
869,541
501,577
176,950
950,177
178,947
947,792
792,710
710,807
807,818
818,823
823,952
952,954
954,1002
1002,977
977,986
986,983
983,354
354,353
353,863
863,856
856,857
857,367
367,333
333,846
846,845
845,330
330,364
364,33
33,32
32,60
60,61
61,64
64,63
63,62
62,58
58,57
57,59
59,654
654,81
437,411
411,442
442,421
421,420
420,432
432,413
413,429
429,428
428,418
418,439
439,424
424,436
436,435
435,415
415,414
414,426
426,427
427,425
425,412
412,1008
1008,401
401,402
402,441
441,564
565,562
562,553
552,558
558,554
554,563
563,540
540,1006
1006,934
934,518
518,568
568,310
310,535
535,521
524,987
987,569
569,1011
1011,555
555,525
525,546
546,547
547,935
935,545
124,123
123,117
117,116
116,119
119,118
118,120
120,121
121,122
122,141
141,143
143,142
142,139
139,140
140,137
137,138
138,770
770,767
767,779
779,766
766,691
691,774
773,765
765,764
764,768
768,769
769,781
785,771
771,787
787,217
217,218
218,216
216,215
215,214
214,452
452,322
322,321
321,320
320,317
318,299
299,273
274,444
444,446
446,445
445,448
448,431
423,447
447,439
439,449
449,450
450,88
419,409
97,98
98,99
99,707
707,717
727,725
725,132
132,722
723,130
130,731
731,749
749,750
750,751
751,775
776,777
778,748
748,757
757,762
756,782
782,786
786,784
784,772
772,783
783,694
694,213
213,259
259,222
222,109
109,108
108,257
257,258
258,276
276,277
277,287
287,1004
1004,290
290,289
289,288
288,388
388,387
387,386
386,385
385,389
389,441
441,1018
712,713
713,714
714,128
128,745
147,153
153,149
149,734
734,159
159,155
155,741
741,742
742,686
686,687
687,87
87,154
154,709
709,1014
1014,68
68,788
788,170
170,183
953,806
806,609
599,860
349,643
643,638
362,25
25,37
26,24
24,22
22,27
28,34
34,641
746,747
747,165
165,163
163,164
164,761
761,760
760,759
759,758
758,166
166,204
204,203
203,198
198,199
199,207
207,212
212,206
206,201
201,200
200,202
202,211
211,194
194,195
195,197
197,196
196,189
189,188
188,269
269,268
268,830
829,282
378,989
540,540
540,538
310,310
521,521
505,505
501,501
98,717
727,730
730,133
133,722
723,721
721,753
753,749
750,748
757,761
199,209
209,210
210,207
207,797
828,287
389,440
440,558
198,209
207,206
206,200
200,797
797,202
211,191
795,194
197,796
796,196
188,828
828,269
268,827
827,266
266,287
290,279
279,289
171,183
248,243
255,82
628,799
799,39
40,1010
260,985
254,227
227,622
622,230
230,51
44,234
234,38
38,224
224,620
614,239
238,46
46,226
226,42
49,232
52,612
613,233
240,611
610,859
858,861
861,332
312,313
371,16
339,26
27,86
86,338
338,342
342,345
345,363
363,492
492,460
468,486
706,703
703,719
719,718
718,728
728,729
729,724
724,129
129,763
763,754
754,183
604,798
798,628
254,205
205,622
48,192
192,190
190,49
613,193
193,233
610,286
286,332
312,314
314,292
292,295
295,313
313,270
270,293
293,323
323,291
291,278
278,280
219,220
220,221
221,300
300,301
301,308
308,307
307,320
317,833
833,826
826,1005
1005,302
302,319
319,304
304,311
311,318
318,303
303,299
299,306
306,297
297,305
305,316
316,296
296,273
274,396
396,397
397,884
884,437
437,388
388,433
433,434
434,380
380,405
405,381
381,406
406,411
421,872
872,420
420,387
386,413
413,443
443,423
423,391
391,418
418,395
395,400
400,439
439,430
430,436
435,449
450,438
438,415
427,385
385,88
419,389
389,412
402,410
410,275
275,440
629,626
626,630
630,616
616,639
639,636
636,12
12,634
634,678
678,669
669,76
76,668
668,674
674,73
73,658
658,666
666,528
118,104
104,711
711,105
105,125
125,115
115,120
121,1012
1012,127
715,134
134,122
143,744
744,142
142,135
152,139
140,732
733,137
767,766
691,765
764,228
228,805
805,225
225,800
133,721
753,761
797,259
259,191
795,113
113,112
112,114
114,111
111,109
109,796
796,108
108,110
110,257
11,650
650,23
23,13
13,651
651,15
15,645
645,54
54,53
53,640
640,633
633,677
677,670
670,676
676,667
667,673
673,672
672,656
656,69
69,168
703,100
100,718
718,729
729,131
131,129
129,720
523,921
921,495
495,507
507,509
509,508
508,924
924,513
262,263
263,507
267,513
513,556
556,522
522,515
515,500
500,927
927,511
511,512
512,520
520,519
519,265
265,264
264,263
263,262
960,561
561,537
537,502
502,560
560,559
559,834
834,933
933,924
924,928
928,506
506,918
918,1026
1026,574
574,914
914,497
497,575
575,974
974,971
971,580
580,939
939,587
375,376
376,495
603,685
685,1032
1032,980
980,627
627,43
43,631
631,619
619,615
615,623
623,979
979,978
21,11
645,14
14,54
54,633
459,481
481,478
478,479
479,484
484,906
906,475
475,477
477,471
471,474
474,463
463,493
493,794
794,144
144,8
8,187
187,5
5,895
895,897
897,681
